Balancete/Balanco Geral Consolidado (Documentos:  4040 - 4046)
Data de geracao dos dados: 2014-10-01
Fonte: Instituicoes financeiras
#DATA_BASE;DOCUMENTO;CNPJ;AGENCIA;NOME_INSTITUICAO;COD_CONGL;NOME_CONGL;TAXONOMIA;CONTA;NOME_CONTA;SALDO
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;10000007;CIRCULANTE E REALIZAVEL A LONGO PRAZO;222857630979,00
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;11000006;DISPONIBILIDADES;15840682654,44
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;11100009;CAIXA;2125597854,41
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;11200002;DEPOSITOS BANCARIOS;4913070873,05
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;11400008;APLICACOES EM OURO;13309811,87
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;11500001;DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS;8788704115,11
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;12000005;APLICACOES INTERFINANCEIRAS DE LIQUIDEZ;14474909110,29
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;12100008;APLICACOES EM OPERACOES COMPROMISSADAS;4661729408,17
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;12200001;APLICACOES EM DEPOSITOS INTERFINANCEIROS;9675507628,48
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;12600003;APLICAýOES EM MOEDAS ESTRANGEIRAS;137672073,64
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;13000004;TITULOS E VALORES MOBILIARIOS E INSTRUMENTOS      FINANCEIROS DERIVATIVOS;69854671208,52
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;13100007;LIVRES;31104213554,82
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;13200000;VINCULADOS A OPERACOES COMPROMISSADAS;34120050616,75
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;13300003;INSTRUMENTOS FINANCEIROS DERIVATIVOS;1702398292,08
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;13400006;VINCULADOS AO BANCO CENTRAL;2391371473,24
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;13600002;VINCULADOS A PRESTACAO DE GARANTIAS;536637271,63
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;14000003;RELACOES INTERFINANCEIRAS;20958960156,77
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;14100006;DIREITOS JUNTO A PARTICIPANTES DE SISTEMAS DE     LIQUIDAýýO;2082322538,80
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;14200009;CREDITOS VINCULADOS;18794709243,38
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;14300002;REPASSES INTERFINANCEIROS;5362948,52
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;14400005;RELACOES COM CORRESPONDENTES;76565426,07
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;15000002;RELACOES INTERDEPENDENCIAS;13300347,97
200406;4040;00000000;;BCO DO BRASIL S.A.;C0049906;BB;CONGLOMERADO FINANCEIRO;15200008;TRANSFERENCIAS INTERNAS DE RECURSOS;13300347,97
